reporter_iso3,partner_iso3,product_group,year,indicator,value,unit,source_url,retrieved_utc
usa,chn,84-85_MachElec,2022,MPRT-TRD-VL,258664731.04,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/chn/product/all/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,chn,28-38_Chemicals,2022,MPRT-TRD-VL,32560306.388,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/chn/product/all/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,chn,72-83_Metals,2022,MPRT-TRD-VL,34520715.3,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/chn/product/all/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,chn,86-89_Transport,2022,MPRT-TRD-VL,21902448.192,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/chn/product/all/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,chn,Total,2022,MPRT-TRD-VL,575688091.172,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/chn/product/all/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,ind,Total,2022,MPRT-TRD-VL,90991853.182,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,vnm,Total,2022,MPRT-TRD-VL,135876540.954,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,mex,Total,2022,MPRT-TRD-VL,459177656.357,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,jpn,Total,2022,MPRT-TRD-VL,154445161.543,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,kor,Total,2022,MPRT-TRD-VL,120859256.396,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,deu,Total,2022,MPRT-TRD-VL,150408499.381,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,tha,Total,2022,MPRT-TRD-VL,63012027.525,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,idn,Total,2022,MPRT-TRD-VL,37263064.591,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,mys,Total,2022,MPRT-TRD-VL,56896643.094,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,bra,Total,2022,MPRT-TRD-VL,41370520.13,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,can,Total,2022,MPRT-TRD-VL,446623933.605,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,sgp,Total,2022,MPRT-TRD-VL,32140706.291,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,che,Total,2022,MPRT-TRD-VL,60136429.976,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,gbr,Total,2022,MPRT-TRD-VL,64745551.328,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,wld,Total,2022,MPRT-TRD-VL,3372902165.775,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T01:33:38Z
usa,phl,Total,2022,MPRT-TRD-VL,16876576.518,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/phl/product/Total/indicator/MPRT-TRD-VL,2026-09-01T10:35:00Z
usa,twn,Total,2022,MPRT-TRD-VL,,,,NOT_RETURNED_BY_API
usa,ind,84-85_MachElec,2022,MPRT-TRD-VL,12482750,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,vnm,84-85_MachElec,2022,MPRT-TRD-VL,59886650,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,mex,84-85_MachElec,2022,MPRT-TRD-VL,166049770,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,jpn,84-85_MachElec,2022,MPRT-TRD-VL,59848590,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,kor,84-85_MachElec,2022,MPRT-TRD-VL,47140740,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,deu,84-85_MachElec,2022,MPRT-TRD-VL,41180260,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,tha,84-85_MachElec,2022,MPRT-TRD-VL,33074150,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,idn,84-85_MachElec,2022,MPRT-TRD-VL,5977190,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,mys,84-85_MachElec,2022,MPRT-TRD-VL,38891450,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,bra,84-85_MachElec,2022,MPRT-TRD-VL,3701460,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,can,84-85_MachElec,2022,MPRT-TRD-VL,36389020,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,sgp,84-85_MachElec,2022,MPRT-TRD-VL,6965610,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,che,84-85_MachElec,2022,MPRT-TRD-VL,5165520,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,gbr,84-85_MachElec,2022,MPRT-TRD-VL,13784210,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,phl,84-85_MachElec,2022,MPRT-TRD-VL,10613220,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,wld,84-85_MachElec,2022,MPRT-TRD-VL,952749840,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,ind,28-38_Chemicals,2022,MPRT-TRD-VL,16051650,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,vnm,28-38_Chemicals,2022,MPRT-TRD-VL,820540,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,mex,28-38_Chemicals,2022,MPRT-TRD-VL,6751560,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,jpn,28-38_Chemicals,2022,MPRT-TRD-VL,15600530,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,kor,28-38_Chemicals,2022,MPRT-TRD-VL,8864580,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,deu,28-38_Chemicals,2022,MPRT-TRD-VL,27576770,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,tha,28-38_Chemicals,2022,MPRT-TRD-VL,949050,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,idn,28-38_Chemicals,2022,MPRT-TRD-VL,771600,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,mys,28-38_Chemicals,2022,MPRT-TRD-VL,1297530,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,bra,28-38_Chemicals,2022,MPRT-TRD-VL,2634000,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,can,28-38_Chemicals,2022,MPRT-TRD-VL,26245440,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,sgp,28-38_Chemicals,2022,MPRT-TRD-VL,7102760,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,che,28-38_Chemicals,2022,MPRT-TRD-VL,21901420,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,gbr,28-38_Chemicals,2022,MPRT-TRD-VL,10076700,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,phl,28-38_Chemicals,2022,MPRT-TRD-VL,165340,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,wld,28-38_Chemicals,2022,MPRT-TRD-VL,331315660,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/28-38_Chemicals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,ind,72-83_Metals,2022,MPRT-TRD-VL,7138183.50,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,vnm,72-83_Metals,2022,MPRT-TRD-VL,4356295.95,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,mex,72-83_Metals,2022,MPRT-TRD-VL,21773488.48,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,jpn,72-83_Metals,2022,MPRT-TRD-VL,5981800.21,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,kor,72-83_Metals,2022,MPRT-TRD-VL,9974832.17,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,deu,72-83_Metals,2022,MPRT-TRD-VL,7826342.04,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,tha,72-83_Metals,2022,MPRT-TRD-VL,3757206.49,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,idn,72-83_Metals,2022,MPRT-TRD-VL,898831.30,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,mys,72-83_Metals,2022,MPRT-TRD-VL,1445792.12,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,bra,72-83_Metals,2022,MPRT-TRD-VL,5739114.60,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,can,72-83_Metals,2022,MPRT-TRD-VL,37692520.67,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,sgp,72-83_Metals,2022,MPRT-TRD-VL,156567.73,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,che,72-83_Metals,2022,MPRT-TRD-VL,713451.76,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,gbr,72-83_Metals,2022,MPRT-TRD-VL,2522493.21,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,phl,72-83_Metals,2022,MPRT-TRD-VL,171171.97,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,wld,72-83_Metals,2022,MPRT-TRD-VL,202935205.79,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/72-83_Metals/indicator/MPRT-TRD-VL,2026-09-01T08:25:18Z
usa,ind,86-89_Transport,2022,MPRT-TRD-VL,3738552.198,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,vnm,86-89_Transport,2022,MPRT-TRD-VL,1389574.78,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,mex,86-89_Transport,2022,MPRT-TRD-VL,113901777.806,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,jpn,86-89_Transport,2022,MPRT-TRD-VL,46426874.881,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,kor,86-89_Transport,2022,MPRT-TRD-VL,30511972.644,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,deu,86-89_Transport,2022,MPRT-TRD-VL,30892365.578,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,tha,86-89_Transport,2022,MPRT-TRD-VL,2533967.269,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,idn,86-89_Transport,2022,MPRT-TRD-VL,502459.938,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,mys,86-89_Transport,2022,MPRT-TRD-VL,348638.186,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,bra,86-89_Transport,2022,MPRT-TRD-VL,2984543.335,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,can,86-89_Transport,2022,MPRT-TRD-VL,50874139.261,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,sgp,86-89_Transport,2022,MPRT-TRD-VL,613883.345,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,che,86-89_Transport,2022,MPRT-TRD-VL,751522.136,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,gbr,86-89_Transport,2022,MPRT-TRD-VL,10698627.716,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,phl,86-89_Transport,2022,MPRT-TRD-VL,138296.775,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
usa,wld,86-89_Transport,2022,MPRT-TRD-VL,363962537.175,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2022/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,chn,Total,2022,MPRT-TRD-VL,102249179.657568,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,usa,Total,2022,MPRT-TRD-VL,51772470.811623,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,idn,Total,2022,MPRT-TRD-VL,28665340.561755,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,sgp,Total,2022,MPRT-TRD-VL,24418725.272813,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,jpn,Total,2022,MPRT-TRD-VL,15749465.833231,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,kor,Total,2022,MPRT-TRD-VL,20723337.39859,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,deu,Total,2022,MPRT-TRD-VL,13903417.440365,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,mys,Total,2022,MPRT-TRD-VL,13542357.658234,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,che,Total,2022,MPRT-TRD-VL,16302711.0227,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,gbr,Total,2022,MPRT-TRD-VL,9622330.432202,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,tha,Total,2022,MPRT-TRD-VL,11250487.387977,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,bra,Total,2022,MPRT-TRD-VL,7116223.374617,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,can,Total,2022,MPRT-TRD-VL,3906174.143153,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,vnm,Total,2022,MPRT-TRD-VL,9004743.211768,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,mex,Total,2022,MPRT-TRD-VL,4376981.795506,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,phl,Total,2022,MPRT-TRD-VL,896445.937993,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,wld,Total,2022,MPRT-TRD-VL,732565993.392928,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,chn,84-85_MachElec,2022,MPRT-TRD-VL,52300976.942278,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
ind,usa,84-85_MachElec,2022,MPRT-TRD-VL,6097686.180704,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2022/partner/all/product/84-85_MachElec/indicator/MPRT-TRD-VL,2026-09-01T08:32:00Z
