reporter_iso3,partner_iso3,product_group,year,indicator,value,unit,source_url,retrieved_utc
usa,chn,86-89_Transport,2018,MPRT-TRD-VL,20271284.237,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,ind,86-89_Transport,2018,MPRT-TRD-VL,3154687.204,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,vnm,86-89_Transport,2018,MPRT-TRD-VL,457354.644,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,mex,86-89_Transport,2018,MPRT-TRD-VL,95694338.524,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,jpn,86-89_Transport,2018,MPRT-TRD-VL,56838860.386,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,kor,86-89_Transport,2018,MPRT-TRD-VL,19657169.021,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,deu,86-89_Transport,2018,MPRT-TRD-VL,28463229.292,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,tha,86-89_Transport,2018,MPRT-TRD-VL,1119096.557,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,idn,86-89_Transport,2018,MPRT-TRD-VL,186563.933,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,mys,86-89_Transport,2018,MPRT-TRD-VL,245122.228,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,bra,86-89_Transport,2018,MPRT-TRD-VL,3240167.68,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,can,86-89_Transport,2018,MPRT-TRD-VL,59712514.697,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,sgp,86-89_Transport,2018,MPRT-TRD-VL,163096.821,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,che,86-89_Transport,2018,MPRT-TRD-VL,528201.271,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,gbr,86-89_Transport,2018,MPRT-TRD-VL,13107245.591,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,phl,86-89_Transport,2018,MPRT-TRD-VL,181462.233,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
usa,wld,86-89_Transport,2018,MPRT-TRD-VL,342925024.343,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/usa/year/2018/partner/all/product/86-89_Transport/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
ind,chn,Total,2018,MPRT-TRD-VL,73605377.60381,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2018/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
ind,usa,Total,2018,MPRT-TRD-VL,32715037.043613,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2018/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
ind,vnm,Total,2018,MPRT-TRD-VL,7223367.211015,USD thousand,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/tradestats-trade/reporter/ind/year/2018/partner/all/product/Total/indicator/MPRT-TRD-VL,2026-09-01T09:25:00Z
