iso3,indicator_code,indicator_name,year,value,source_url,retrieved_utc
CAN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,33.34,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CAN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,32.47,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,20.94,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,19.2,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,19.34,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,18.77,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,18.14,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,18.27,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,19.44,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,20.23,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,19.4,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
CHN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,20.44,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,42.59,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,41.64,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,42.2,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,42.5,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,42.34,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,39.12,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,42.52,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,45.63,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,42.97,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
DEU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,41.43,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,46.26,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,45.91,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,47.5,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,48.28,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,48.61,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,45.84,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,49.72,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,55.3,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,51.76,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
EUU,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,50.37,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,21.16,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,19.09,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,20.18,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,21.0,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,18.59,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,17.33,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,21.42,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,24.5,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,21.81,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IDN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,22.31,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,19.81,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,19.16,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,18.79,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,19.93,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,18.66,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,18.68,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,21.4,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,24.04,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,22.35,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
IND,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,22.06,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,17.09,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,15.72,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,17.22,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,17.91,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,17.04,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,15.13,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,17.46,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,20.65,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,21.06,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
JPN,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,21.98,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,40.97,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,38.11,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,38.85,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,39.45,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,37.04,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,34.62,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,39.34,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,45.29,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,41.32,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
KOR,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,44.36,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,34.16,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,36.82,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,37.51,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,39.04,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,38.53,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,39.24,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,40.57,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,42.93,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,36.15,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MEX,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2024,37.28,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MYS,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,69.45,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MYS,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,66.78,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
MYS,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,70.01,https://api.worldbank.org/v2/country/USA;CHN;IND;EUU;VNM;MEX;JPN;KOR;THA;IDN;MYS;BRA;DEU;CAN/indicator/NE.EXP.GNFS.ZS?format=json&date=2015:2024&per_page=600,2026-09-01T08:56:50Z
